var1,var2,MI,MI_norm,r2,gap_MI_r2
pct_capbep,bpe_ecole_privee_pour1000,0.0259,0.0072,0.0278,-0.0206
pct_cdd,pct_actifs_voiture,0.0392,0.0109,0.0315,-0.0206
pct_chomage,pct_logements_recents,0.0589,0.0163,0.037,-0.0206
pct_cdi,bpe_G_tourisme_pour1000,0.0441,0.0122,0.0328,-0.0206
pct_femmes,pct_csp_agriculteur,0.0941,0.0261,0.0467,-0.0206
DISP_PPAT21,pct_chomage,0.1051,0.0292,0.0498,-0.0206
DISP_PTSA21,bpe_A_services_pour1000,0.0236,0.0066,0.0272,-0.0206
pct_csp_plus,DISP_TP6021,0.1585,0.044,0.0646,-0.0206
pct_csp_agriculteur,DISP_PACT21,0.141,0.0391,0.0599,-0.0207
pct_csp_retraite,pct_sans_diplome,0.0506,0.014,0.0348,-0.0207
pct_cdd,pct_appart,0.0547,0.0152,0.0359,-0.0208
DISP_PPFAM21,pct_temps_partiel,0.0342,0.0095,0.0304,-0.0209
pct_actifs_voiture,bpe_total_pour1000,0.0236,0.0065,0.0275,-0.0209
DISP_PPSOC21,pct_chauffage_elec,0.0736,0.0204,0.0414,-0.021
DISP_RD21,pct_chauffage_elec,0.0605,0.0168,0.0379,-0.0211
pct_interim,pct_proprietaires,0.0535,0.0148,0.0359,-0.0211
pct_csp_employe,DISP_PIMPOT21,0.07,0.0194,0.0405,-0.0211
pct_chomage,pct_chauffage_gaz_bouteille,0.0627,0.0174,0.0385,-0.0211
pct_65_plus,pct_csp_ouvrier,0.0375,0.0104,0.0316,-0.0212
pct_bac_plus,pct_temps_partiel,0.0296,0.0082,0.0294,-0.0212
pct_0_19,pct_csp_agriculteur,0.0285,0.0079,0.0292,-0.0213
DISP_PPAT21,pct_interim,0.0824,0.0229,0.0442,-0.0213
pct_csp_agriculteur,pct_etudiants,0.1037,0.0288,0.0501,-0.0213
pct_csp_plus,pct_inactif,0.0568,0.0158,0.0371,-0.0213
pct_20_64,bpe_E_transports_pour1000,0.0188,0.0052,0.0266,-0.0214
DISP_PPEN21,pct_logements_anciens,0.0532,0.0148,0.0362,-0.0214
DISP_S80S2021,bpe_G_tourisme_pour1000,0.0707,0.0196,0.0411,-0.0215
pct_grands_logements,bpe_B_commerces_pour1000,0.1401,0.0389,0.0604,-0.0215
pct_65_plus,pct_chauffage_fioul,0.0541,0.015,0.0365,-0.0215
pct_immigres,pct_20_64,0.0486,0.0135,0.035,-0.0215
pct_studios,bpe_total_pour1000,0.0781,0.0217,0.0433,-0.0216
pct_actifs_2roues,nb_pieces_moyen,0.1285,0.0357,0.0573,-0.0216
pct_0_19,DISP_PPAT21,0.0883,0.0245,0.0461,-0.0216
DISP_TP6021,pct_actifs_marche,0.1944,0.054,0.0756,-0.0217
pct_sup5,bpe_E_transports_pour1000,0.0787,0.0219,0.0435,-0.0217
DISP_S80S2021,pct_voiture_2plus,0.0344,0.0095,0.0314,-0.0218
pct_cdi,bpe_educ_prioritaire_pour1000,0.029,0.008,0.0299,-0.0218
DISP_PPMINI21,pct_logvac,0.0579,0.0161,0.0378,-0.0218
pct_maison,bpe_total_pour1000,0.0595,0.0165,0.0384,-0.0219
DISP_PPSOC21,pct_chauffage_fioul,0.0729,0.0202,0.0421,-0.0219
pct_suroccupation,pct_chauffage_gaz_ville,0.2446,0.0679,0.0899,-0.022
pct_etrangers,pct_actifs_velo,0.0939,0.0261,0.0482,-0.0221
age_moyen,bpe_A_services_pour1000,0.0411,0.0114,0.0335,-0.0221
DISP_TP6021,pct_chauffage_gaz_ville,0.279,0.0774,0.0995,-0.0221
pct_65_plus,bpe_total_pour1000,0.042,0.0117,0.0341,-0.0224
DISP_PACT21,pct_logements_recents,0.0787,0.0218,0.0443,-0.0225
pct_csp_employe,DISP_S80S2021,0.0881,0.0245,0.047,-0.0226
pct_capbep,pct_chauffage_elec,0.0371,0.0103,0.0329,-0.0226
DISP_GI21,bpe_E_transports_pour1000,0.0463,0.0129,0.0356,-0.0227
pct_csp_employe,DISP_PPFAM21,0.0819,0.0227,0.0455,-0.0228
pct_chauffage_autre,bpe_ecole_privee_pour1000,0.0735,0.0204,0.0434,-0.023
DISP_PPLOGT21,pct_studios,0.1035,0.0287,0.0517,-0.023
pct_studios,bpe_E_transports_pour1000,0.132,0.0366,0.0596,-0.023
pct_studios,bpe_ecole_privee_pour1000,0.0464,0.0129,0.036,-0.0231
pct_bac_plus,pct_inactif,0.0584,0.0162,0.0394,-0.0232
pct_csp_intermediaire,pct_logements_anciens,0.0664,0.0184,0.0416,-0.0232
pct_chauffage_fioul,bpe_educ_prioritaire_pour1000,0.0427,0.0118,0.0351,-0.0232
pct_femmes,pct_etudiants,0.0485,0.0135,0.0367,-0.0232
age_moyen,bpe_total_pour1000,0.0416,0.0115,0.0349,-0.0233
age_moyen,pct_csp_ouvrier,0.0248,0.0069,0.0301,-0.0233
DISP_RD21,DISP_PPEN21,0.0475,0.0132,0.0364,-0.0233
DISP_RD21,bpe_ecole_privee_pour1000,0.0514,0.0143,0.0376,-0.0233
pct_65_plus,bpe_G_tourisme_pour1000,0.0227,0.0063,0.0297,-0.0234
DISP_GI21,bpe_A_services_pour1000,0.0164,0.0046,0.028,-0.0235
pct_logements_5p_plus,bpe_ecole_privee_pour1000,0.0386,0.0107,0.0343,-0.0235
pct_logements_anciens,pct_logements_recents,0.1277,0.0354,0.059,-0.0235
DISP_PPEN21,pct_proprietaires,0.0429,0.0119,0.0355,-0.0236
DISP_GI21,DISP_PPFAM21,0.2312,0.0642,0.0878,-0.0237
pct_csp_retraite,pct_temps_partiel,0.0256,0.0071,0.031,-0.0239
pct_etudiants,bpe_ecole_privee_pour1000,0.0376,0.0104,0.0344,-0.0239
pct_etrangers,pct_logements_anciens,0.1116,0.031,0.0549,-0.0239
taille_menage_moy,pct_csp_sans_emploi,0.0754,0.0209,0.045,-0.0241
pct_logements_anciens,bpe_E_transports_pour1000,0.1522,0.0422,0.0663,-0.0241
pct_csp_plus,pct_chauffage_elec,0.066,0.0183,0.0425,-0.0242
pct_csp_ouvrier,pct_voiture_0,0.0544,0.0151,0.0393,-0.0242
DISP_RD21,DISP_PTSA21,0.1602,0.0445,0.0687,-0.0242
pct_csp_employe,DISP_GI21,0.0255,0.0071,0.0314,-0.0243
pct_logements_anciens,bpe_D_sante_pour1000,0.1594,0.0442,0.0685,-0.0243
pct_femmes,pct_bac_plus,0.025,0.0069,0.0312,-0.0243
pct_csp_ouvrier,pct_etudiants,0.0748,0.0208,0.0451,-0.0243
DISP_PPFAM21,DISP_PACT21,0.1174,0.0326,0.0569,-0.0244
pct_sans_diplome,pct_temps_partiel,0.0308,0.0085,0.0331,-0.0245
pct_csp_ouvrier,surface_moyenne,0.0593,0.0165,0.0411,-0.0246
pct_csp_independant,DISP_GI21,0.1048,0.0291,0.0538,-0.0247
pct_chauffage_elec,bpe_D_sante_pour1000,0.0767,0.0213,0.046,-0.0247
pct_inactif,pct_chauffage_autre,0.0608,0.0169,0.0416,-0.0247
pct_65_plus,pct_studios,0.0499,0.0138,0.0387,-0.0248
pct_chomage,pct_actifs_transports,0.0942,0.0261,0.051,-0.0248
pct_femmes,pct_actifs_transports,0.0944,0.0262,0.0511,-0.0249
pct_immigres,pct_csp_plus,0.0781,0.0217,0.0467,-0.025
pct_etrangers,DISP_PPEN21,0.0582,0.0161,0.0411,-0.025
pct_cdd,pct_maison,0.0476,0.0132,0.0382,-0.025
pct_capbep,pct_hlm,0.0634,0.0176,0.0426,-0.025
pct_0_19,pct_chauffage_autre,0.0478,0.0133,0.0382,-0.025
pct_immigres,pct_65_plus,0.0748,0.0208,0.0458,-0.0251
DISP_GI21,pct_actifs_2roues,0.0748,0.0208,0.0459,-0.0251
pct_hors_menage,pct_cdi,0.0495,0.0137,0.039,-0.0252
pct_csp_ouvrier,DISP_PPAT21,0.1021,0.0283,0.0536,-0.0253
pct_csp_employe,pct_logements_anciens,0.0556,0.0154,0.0408,-0.0254
pct_csp_employe,pct_sup5,0.0608,0.0169,0.0422,-0.0254
pct_inactif,pct_logements_recents,0.0514,0.0143,0.0398,-0.0255
pct_bac_plus,bpe_D_sante_pour1000,0.0558,0.0155,0.0413,-0.0258
pct_chauffage_elec,bpe_A_services_pour1000,0.0431,0.012,0.0378,-0.0258
pct_cdd,pct_petits_logements,0.1014,0.0281,0.054,-0.0259
DISP_PACT21,pct_chauffage_elec,0.0558,0.0155,0.0414,-0.0259
pct_femmes,pct_csp_ouvrier,0.0507,0.0141,0.04,-0.026
pct_actifs_marche,bpe_G_tourisme_pour1000,0.0953,0.0265,0.0524,-0.026
pct_femmes,pct_actifs_voiture,0.0449,0.0125,0.0387,-0.0262
pct_etudiants,pct_chauffage_gaz_bouteille,0.1104,0.0306,0.0569,-0.0262
pct_sup5,pct_grands_logements,0.0527,0.0146,0.0409,-0.0263
pct_temps_partiel,pct_chauffage_elec,0.03,0.0083,0.0351,-0.0267
pct_chomage,pct_actifs_marche,0.1165,0.0323,0.0591,-0.0268
pct_0_19,pct_chauffage_gaz_ville,0.0532,0.0148,0.0416,-0.0269
pct_temps_partiel,bpe_F_sports_culture_pour1000,0.0863,0.024,0.0508,-0.0269
pct_capbep,pct_logements_anciens,0.0797,0.0221,0.0492,-0.0271
DISP_S80S2021,pct_garage,0.0362,0.0101,0.0372,-0.0271
pct_petits_logements,bpe_ecole_privee_pour1000,0.0588,0.0163,0.0434,-0.0271
pct_csp_intermediaire,DISP_PPFAM21,0.0778,0.0216,0.0487,-0.0271
DISP_RD21,bpe_E_transports_pour1000,0.1579,0.0438,0.071,-0.0271
DISP_PPAT21,pct_capbep,0.1059,0.0294,0.0566,-0.0272
pct_logvac,pct_chauffage_fioul,0.0242,0.0067,0.0339,-0.0272
DISP_RD21,bpe_total_pour1000,0.0542,0.015,0.0423,-0.0273
DISP_MED21,pct_logvac,0.0833,0.0231,0.0505,-0.0274
pct_csp_independant,bpe_A_services_pour1000,0.1092,0.0303,0.0577,-0.0274
pct_csp_ouvrier,pct_chauffage_elec,0.0266,0.0074,0.0349,-0.0275
pct_actifs_transports,pct_logements_anciens,0.2311,0.0641,0.0916,-0.0275
pct_femmes,pct_chomage,0.0345,0.0096,0.0372,-0.0276
DISP_PIMPOT21,pct_inactif,0.1029,0.0286,0.0562,-0.0276
age_moyen,bpe_G_tourisme_pour1000,0.0297,0.0082,0.0358,-0.0276
DISP_PPLOGT21,pct_actifs_transports,0.1357,0.0377,0.0653,-0.0277
pct_sup5,pct_interim,0.1143,0.0317,0.0595,-0.0278
pct_chauffage_autre,bpe_educ_prioritaire_pour1000,0.0453,0.0126,0.0405,-0.0279
pct_suroccupation,bpe_E_transports_pour1000,0.1617,0.0449,0.0727,-0.0279
pct_chauffage_elec,pct_studios,0.0591,0.0164,0.0443,-0.0279
pct_sup5,pct_actifs_marche,0.0844,0.0234,0.0514,-0.028
pct_actifs_transports,bpe_educ_prioritaire_pour1000,0.029,0.008,0.036,-0.028
pct_actifs_marche,bpe_ecole_privee_pour1000,0.0405,0.0112,0.0395,-0.0283
pct_csp_retraite,pct_hlm,0.1268,0.0352,0.0635,-0.0283
pct_csp_plus,DISP_S80S2021,0.1281,0.0355,0.0639,-0.0283
pct_etudiants,pct_hlm,0.1357,0.0377,0.0662,-0.0286
pct_csp_agriculteur,pct_logements_5p_plus,0.1441,0.04,0.0686,-0.0286
DISP_PCHO21,pct_temps_partiel,0.0859,0.0238,0.0525,-0.0287
DISP_PCHO21,pct_interim,0.1216,0.0337,0.0625,-0.0288
DISP_PPEN21,pct_locataires,0.0395,0.011,0.0397,-0.0288
DISP_PACT21,pct_chauffage_fioul,0.0994,0.0276,0.0565,-0.0289
pct_csp_plus,pct_temps_partiel,0.0928,0.0258,0.0546,-0.0289
pct_csp_sans_emploi,DISP_GI21,0.036,0.01,0.0389,-0.029
DISP_PPEN21,pct_petits_logements,0.0536,0.0149,0.044,-0.0291
pct_etrangers,pct_actifs_marche,0.1035,0.0287,0.0579,-0.0291
pct_chauffage_fioul,pct_chauffage_gaz_bouteille,0.2366,0.0656,0.0947,-0.0291
nb_pieces_moyen,bpe_ecole_privee_pour1000,0.0443,0.0123,0.0415,-0.0292
pct_20_64,surface_moyenne,0.0973,0.027,0.0562,-0.0292
DISP_MED21,pct_grands_logements,0.1484,0.0412,0.0705,-0.0293
pct_immigres,pct_actifs_marche,0.1069,0.0297,0.059,-0.0293
pct_cdd,pct_voiture_0,0.0757,0.021,0.0504,-0.0294
DISP_TP6021,pct_logvac,0.0853,0.0237,0.053,-0.0294
pct_20_64,DISP_MED21,0.0697,0.0194,0.0487,-0.0294
pct_0_19,pct_cdd,0.0528,0.0146,0.0441,-0.0295
pct_csp_ouvrier,pct_studios,0.1492,0.0414,0.0708,-0.0295
pct_65_plus,pct_csp_agriculteur,0.0397,0.011,0.0407,-0.0297
pct_immigres,pct_actifs_velo,0.106,0.0294,0.0591,-0.0297
pct_csp_intermediaire,pct_cdd,0.0831,0.0231,0.0528,-0.0297
age_moyen,pct_voiture_0,0.0819,0.0227,0.0525,-0.0298
surface_moyenne,bpe_ecole_privee_pour1000,0.0453,0.0126,0.0423,-0.0298
pct_csp_ouvrier,pct_actifs_transports,0.1609,0.0446,0.0746,-0.0299
pct_hors_menage,bpe_D_sante_pour1000,0.1345,0.0373,0.0673,-0.03
pct_20_64,pct_csp_employe,0.0411,0.0114,0.0415,-0.0301
pct_sup5,pct_actifs_2roues,0.0987,0.0274,0.0575,-0.0301
ecart_csp_plus_hf,DISP_PTSA21,0.1096,0.0304,0.0608,-0.0303
DISP_GI21,pct_grands_logements,0.0716,0.0199,0.0501,-0.0303
pct_csp_sans_emploi,pct_chauffage_gaz_bouteille,0.0941,0.0261,0.0564,-0.0303
age_moyen,pct_sup5,0.0199,0.0055,0.0359,-0.0304
DISP_PIMPOT21,bpe_educ_prioritaire_pour1000,0.0442,0.0123,0.0426,-0.0304
DISP_TP6021,DISP_PPAT21,0.2186,0.0607,0.0912,-0.0305
pct_csp_agriculteur,pct_proprietaires,0.1689,0.0469,0.0775,-0.0306
bpe_total_pour1000,bpe_sport_indoor_pour1000,0.089,0.0247,0.0554,-0.0307
DISP_PTSA21,pct_logements_recents,0.0879,0.0244,0.0552,-0.0308
DISP_S80S2021,pct_voiture_0,0.0768,0.0213,0.0522,-0.0309
pct_chauffage_elec,bpe_B_commerces_pour1000,0.0694,0.0193,0.0502,-0.031
DISP_PPSOC21,pct_sup5,0.1562,0.0434,0.0745,-0.0312
pct_65_plus,pct_sup5,0.0222,0.0062,0.0375,-0.0313
pct_bac_plus,pct_logvac,0.0509,0.0141,0.0455,-0.0314
pct_sup5,pct_chauffage_elec,0.0502,0.0139,0.0453,-0.0314
DISP_PPEN21,pct_studios,0.0561,0.0156,0.0471,-0.0316
DISP_PPLOGT21,pct_bac_plus,0.1261,0.035,0.0666,-0.0316
pct_temps_partiel,pct_logements_anciens,0.036,0.01,0.0418,-0.0319
pct_csp_agriculteur,pct_grands_logements,0.1689,0.0469,0.079,-0.0321
bpe_C_enseignement_pour1000,bpe_ecole_privee_pour1000,0.0767,0.0213,0.0534,-0.0321
pct_capbep,pct_chauffage_gaz_bouteille,0.1025,0.0284,0.0605,-0.0321
DISP_GI21,bpe_ecole_privee_pour1000,0.0206,0.0057,0.0378,-0.0321
taille_menage_moy,pct_inactif,0.0598,0.0166,0.0488,-0.0322
pct_maison,bpe_ecole_privee_pour1000,0.0582,0.0161,0.0484,-0.0322
pct_20_64,pct_temps_partiel,0.0398,0.0111,0.0433,-0.0322
nb_pieces_moyen,bpe_educ_prioritaire_pour1000,0.0455,0.0126,0.0449,-0.0322
pct_cdd,pct_inactif,0.0684,0.019,0.0513,-0.0323
pct_immigres,DISP_PPEN21,0.066,0.0183,0.0506,-0.0323
pct_csp_ouvrier,pct_logements_5p_plus,0.0561,0.0156,0.0479,-0.0323
pct_cdi,pct_actifs_voiture,0.0391,0.0109,0.0433,-0.0325
pct_0_19,DISP_GI21,0.0169,0.0047,0.0372,-0.0325
pct_csp_agriculteur,pct_temps_partiel,0.0511,0.0142,0.0468,-0.0326
pct_hlm,pct_chauffage_gaz_bouteille,0.2117,0.0587,0.0913,-0.0326
pct_femmes,DISP_RD21,0.1119,0.0311,0.0637,-0.0326
pct_csp_ouvrier,pct_chauffage_autre,0.119,0.033,0.0656,-0.0326
pct_20_64,pct_capbep,0.0616,0.0171,0.0497,-0.0326
DISP_GI21,pct_chauffage_elec,0.0352,0.0098,0.0424,-0.0326
DISP_S80S2021,bpe_total_pour1000,0.0373,0.0104,0.043,-0.0327
pct_cdd,bpe_A_services_pour1000,0.0262,0.0073,0.04,-0.0327
pct_csp_agriculteur,surface_moyenne,0.1694,0.047,0.0798,-0.0328
pct_etrangers,age_moyen,0.0939,0.0261,0.0589,-0.0328
pct_actifs_voiture,bpe_B_commerces_pour1000,0.0665,0.0185,0.0512,-0.0328
pct_proprietaires,bpe_ecole_privee_pour1000,0.0525,0.0146,0.0475,-0.0329
DISP_PPSOC21,pct_chauffage_gaz_ville,0.1723,0.0478,0.0807,-0.0329
pct_locataires,bpe_ecole_privee_pour1000,0.0582,0.0162,0.0492,-0.033
pct_locataires,bpe_B_commerces_pour1000,0.1754,0.0487,0.0816,-0.033
DISP_MED21,pct_temps_partiel,0.1643,0.0456,0.0786,-0.033
pct_voiture_2plus,bpe_ecole_privee_pour1000,0.0465,0.0129,0.046,-0.0331
pct_interim,pct_hlm,0.1419,0.0394,0.0727,-0.0333
pct_20_64,DISP_RD21,0.071,0.0197,0.0531,-0.0334
DISP_S80S2021,pct_actifs_voiture,0.0947,0.0263,0.0598,-0.0335
pct_appart,bpe_ecole_privee_pour1000,0.054,0.015,0.0486,-0.0336
pct_csp_sans_emploi,pct_suroccupation,0.1903,0.0528,0.0865,-0.0337
pct_etrangers,pct_chauffage_gaz_bouteille,0.1021,0.0283,0.062,-0.0337
pct_csp_ouvrier,pct_voiture_2plus,0.058,0.0161,0.0498,-0.0337
DISP_PIMPOT21,pct_chauffage_autre,0.1939,0.0538,0.0876,-0.0338
pct_cdi,pct_hlm,0.1317,0.0366,0.0703,-0.0338
pct_femmes,DISP_GI21,0.0357,0.0099,0.0438,-0.0339
pct_interim,bpe_educ_prioritaire_pour1000,0.0242,0.0067,0.0406,-0.0339
pct_chauffage_gaz_ville,bpe_F_sports_culture_pour1000,0.2391,0.0664,0.1003,-0.034
pct_csp_ouvrier,pct_appart,0.1112,0.0309,0.0648,-0.034
age_moyen,pct_petits_logements,0.0407,0.0113,0.0456,-0.0343
pct_20_64,pct_proprietaires,0.0632,0.0175,0.0518,-0.0343
DISP_PACT21,bpe_F_sports_culture_pour1000,0.1281,0.0355,0.0699,-0.0343
pct_sans_diplome,pct_proprietaires,0.0592,0.0164,0.0509,-0.0344
DISP_PPMINI21,pct_actifs_marche,0.119,0.033,0.0675,-0.0344
DISP_PPEN21,pct_maison,0.0522,0.0145,0.0488,-0.0344
pct_csp_agriculteur,pct_appart,0.2188,0.0607,0.0952,-0.0345
pct_femmes,pct_garage,0.0748,0.0208,0.0553,-0.0345
pct_cdd,pct_grands_logements,0.0549,0.0152,0.0498,-0.0345
pct_immigres,pct_sans_diplome,0.0592,0.0164,0.051,-0.0346
ecart_csp_plus_hf,pct_capbep,0.0627,0.0174,0.0519,-0.0346
DISP_PACT21,pct_chauffage_gaz_ville,0.1554,0.0431,0.0778,-0.0347
pct_csp_retraite,bpe_E_transports_pour1000,0.087,0.0241,0.0589,-0.0347
pct_sans_diplome,pct_logements_recents,0.0848,0.0235,0.0583,-0.0348
bpe_D_sante_pour1000,bpe_ecole_privee_pour1000,0.0655,0.0182,0.0531,-0.0349
pct_csp_employe,DISP_PPEN21,0.0377,0.0105,0.0458,-0.0353
pct_garage,bpe_total_pour1000,0.0432,0.012,0.0474,-0.0354
DISP_PPEN21,pct_appart,0.0484,0.0134,0.049,-0.0355
DISP_PPEN21,bpe_F_sports_culture_pour1000,0.0356,0.0099,0.0455,-0.0356
pct_chomage,pct_petits_logements,0.125,0.0347,0.0702,-0.0356
pct_0_19,bpe_F_sports_culture_pour1000,0.0557,0.0155,0.0513,-0.0358
pct_actifs_voiture,pct_chauffage_gaz_bouteille,0.1062,0.0295,0.0654,-0.036
pct_sans_diplome,pct_locataires,0.0559,0.0155,0.0515,-0.036
DISP_PTSA21,DISP_PPLOGT21,0.1004,0.0279,0.0641,-0.0363
DISP_MED21,pct_cdd,0.2363,0.0656,0.1021,-0.0365
pct_csp_retraite,pct_chauffage_gaz_ville,0.1388,0.0385,0.075,-0.0365
pct_65_plus,DISP_PPFAM21,0.0487,0.0135,0.0503,-0.0367
pct_femmes,pct_sup5,0.0339,0.0094,0.0462,-0.0368
pct_20_64,pct_locataires,0.0553,0.0154,0.0521,-0.0368
DISP_PIMPOT21,pct_cdi,0.1261,0.035,0.0718,-0.0368
pct_actifs_transports,pct_chauffage_gaz_bouteille,0.242,0.0671,0.104,-0.0368
pct_65_plus,pct_sans_diplome,0.059,0.0164,0.0533,-0.0369
pct_actifs_voiture,pct_actifs_2roues,0.0905,0.0251,0.0621,-0.037
DISP_S80S2021,pct_studios,0.1851,0.0514,0.0885,-0.0371
DISP_PPLOGT21,DISP_PACT21,0.2068,0.0574,0.0945,-0.0371
pct_studios,bpe_B_commerces_pour1000,0.1571,0.0436,0.0807,-0.0371
pct_csp_retraite,surface_moyenne,0.1023,0.0284,0.0655,-0.0372
DISP_PTSA21,pct_logvac,0.0766,0.0213,0.0585,-0.0373
pct_chauffage_elec,bpe_total_pour1000,0.0305,0.0085,0.0458,-0.0373
ecart_csp_plus_hf,DISP_PACT21,0.1113,0.0309,0.0682,-0.0374
pct_csp_agriculteur,nb_pieces_moyen,0.1572,0.0436,0.0812,-0.0376
pct_bac_plus,pct_suroccupation,0.0545,0.0151,0.0528,-0.0376
DISP_PPEN21,pct_temps_partiel,0.0343,0.0095,0.0473,-0.0377
pct_bac_plus,pct_chomage,0.0591,0.0164,0.0541,-0.0377
pct_bac_plus,pct_logements_5p_plus,0.0854,0.0237,0.0615,-0.0378
DISP_PTSA21,pct_chomage,0.0646,0.0179,0.0558,-0.0378
pct_csp_intermediaire,pct_logvac,0.044,0.0122,0.05,-0.0378
pct_csp_retraite,pct_chauffage_fioul,0.0656,0.0182,0.0563,-0.0381
pct_inactif,pct_petits_logements,0.065,0.018,0.0561,-0.0381
surface_moyenne,bpe_total_pour1000,0.0527,0.0146,0.0528,-0.0382
pct_inactif,pct_chauffage_fioul,0.0472,0.0131,0.0513,-0.0382
pct_csp_ouvrier,nb_pieces_moyen,0.0719,0.02,0.0582,-0.0382
pct_csp_agriculteur,pct_locataires,0.1711,0.0475,0.0858,-0.0383
pct_csp_agriculteur,pct_maison,0.2036,0.0565,0.0948,-0.0383
DISP_GI21,bpe_G_tourisme_pour1000,0.0636,0.0177,0.056,-0.0383
pct_65_plus,pct_chauffage_gaz_ville,0.0434,0.012,0.0504,-0.0383
age_moyen,pct_temps_partiel,0.0483,0.0134,0.0518,-0.0384
pct_csp_ouvrier,DISP_MED21,0.2468,0.0685,0.107,-0.0385
pct_chauffage_fioul,bpe_E_transports_pour1000,0.1322,0.0367,0.0753,-0.0386
pct_csp_retraite,DISP_RD21,0.0641,0.0178,0.0565,-0.0387
DISP_RD21,bpe_B_commerces_pour1000,0.1947,0.054,0.0927,-0.0387
pct_csp_intermediaire,DISP_MED21,0.2573,0.0714,0.1103,-0.0389
DISP_PCHO21,pct_actifs_transports,0.2352,0.0653,0.1042,-0.039
pct_etrangers,pct_sup5,0.0914,0.0254,0.0643,-0.039
pct_65_plus,bpe_E_transports_pour1000,0.0425,0.0118,0.0508,-0.039
pct_65_plus,pct_hlm,0.0558,0.0155,0.0545,-0.039
pct_csp_intermediaire,DISP_PPLOGT21,0.13,0.0361,0.0754,-0.0393
DISP_PACT21,pct_logvac,0.0776,0.0215,0.0608,-0.0393
pct_bac_plus,surface_moyenne,0.1017,0.0282,0.0676,-0.0393
pct_csp_ouvrier,pct_maison,0.0905,0.0251,0.0644,-0.0393
age_moyen,pct_studios,0.046,0.0128,0.0522,-0.0394
pct_csp_ouvrier,pct_petits_logements,0.1433,0.0398,0.0793,-0.0395
DISP_S80S2021,pct_petits_logements,0.1636,0.0454,0.0849,-0.0395
DISP_PIMPOT21,pct_actifs_velo,0.1189,0.033,0.0725,-0.0395
pct_0_19,bpe_G_tourisme_pour1000,0.0532,0.0148,0.0543,-0.0396
pct_csp_plus,pct_voiture_2plus,0.1157,0.0321,0.0718,-0.0397
pct_sup5,bpe_D_sante_pour1000,0.0958,0.0266,0.0663,-0.0397
pct_csp_retraite,nb_pieces_moyen,0.0876,0.0243,0.064,-0.0397
pct_65_plus,pct_maison,0.0458,0.0127,0.0525,-0.0398
pct_sans_diplome,pct_garage,0.0787,0.0219,0.0622,-0.0403
pct_femmes,pct_hlm,0.1274,0.0354,0.0759,-0.0405
pct_logements_recents,pct_voiture_2plus,0.1442,0.04,0.0805,-0.0405
pct_csp_ouvrier,DISP_PPFAM21,0.2039,0.0566,0.0971,-0.0405
pct_chomage,pct_actifs_voiture,0.0475,0.0132,0.0537,-0.0406
pct_20_64,pct_actifs_voiture,0.0801,0.0222,0.0629,-0.0406
pct_voiture_2plus,bpe_total_pour1000,0.0561,0.0156,0.0563,-0.0407
pct_inactif,pct_studios,0.0555,0.0154,0.056,-0.0407
DISP_PPLOGT21,pct_chauffage_fioul,0.1774,0.0492,0.0901,-0.0408
pct_csp_sans_emploi,DISP_PPEN21,0.0253,0.007,0.0478,-0.0408
pct_65_plus,pct_appart,0.0437,0.0121,0.0529,-0.0408
DISP_PPFAM21,pct_grands_logements,0.1772,0.0492,0.09,-0.0409
pct_cdd,pct_locataires,0.0868,0.0241,0.0651,-0.041
DISP_PIMPOT21,pct_chauffage_elec,0.0642,0.0178,0.0589,-0.0411
pct_csp_intermediaire,DISP_PIMPOT21,0.1392,0.0386,0.0798,-0.0412
pct_chauffage_elec,pct_chauffage_autre,0.2526,0.0701,0.1115,-0.0414
pct_temps_partiel,pct_chauffage_autre,0.0564,0.0156,0.057,-0.0414
ecart_csp_plus_hf,DISP_PIMPOT21,0.1111,0.0308,0.0723,-0.0415
DISP_PPLOGT21,pct_actifs_marche,0.1457,0.0404,0.0821,-0.0417
pct_65_plus,pct_proprietaires,0.0673,0.0187,0.0604,-0.0418
pct_0_19,pct_csp_intermediaire,0.0738,0.0205,0.0622,-0.0418
DISP_PIMPOT21,pct_temps_partiel,0.0659,0.0183,0.0603,-0.042
pct_immigres,pct_cdi,0.0431,0.012,0.0539,-0.042
age_moyen,pct_chauffage_fioul,0.0772,0.0214,0.0634,-0.042
DISP_TP6021,pct_petits_logements,0.1195,0.0332,0.0753,-0.0422
pct_csp_ouvrier,pct_interim,0.1962,0.0544,0.0967,-0.0422
DISP_MED21,DISP_PPEN21,0.0901,0.025,0.0672,-0.0422
pct_20_64,nb_pieces_moyen,0.0986,0.0274,0.0697,-0.0423
DISP_S80S2021,bpe_A_services_pour1000,0.059,0.0164,0.0587,-0.0423
DISP_PTSA21,pct_chauffage_fioul,0.105,0.0291,0.0715,-0.0424
pct_proprietaires,bpe_B_commerces_pour1000,0.1709,0.0474,0.0903,-0.0428
pct_studios,bpe_D_sante_pour1000,0.2189,0.0608,0.1036,-0.0428
pct_petits_logements,bpe_E_transports_pour1000,0.1294,0.0359,0.0789,-0.0429
pct_temps_partiel,pct_inactif,0.0401,0.0111,0.0541,-0.043
pct_immigres,pct_chauffage_gaz_bouteille,0.1239,0.0344,0.0777,-0.0433
pct_0_19,bpe_A_services_pour1000,0.0533,0.0148,0.0582,-0.0434
age_moyen,pct_csp_agriculteur,0.0421,0.0117,0.0551,-0.0434
